CaseID,ResponseId,StartDate,EndDate,BBC1_1,BBC1_2,BBC1_3,BBC1_4,BBC1_5,BBC1_6,BBC1_7,BBC1_8,BBC1_9,BBC1_10,BBC1_11,BBC1_12,BBC1_13,BBC1_14,BBC1_15,BBC1_16,BBC1_17,BBC1_18,BBC1_19,BBC1_20,prg_qstate_punch,BBC2_1,BBC2_2,BBC2_3,BBC2_4,BBC2_5,BBC2_6,BBC2_7,BBC2_8,BBC2_9,BBC2_10,BBC2_11,BBC3_1,BBC3_2,BBC3_3,BBC3_4,BBC3_5,BBC3_6,BBC3_7,BBC3_8,BBC3_9,BBC3_10,bbc4_order,BBC4_1,BBC4_2,BBC4_3,BBC4_4,BBC4_5,BBC4_6,BBC4_7,BBC4_8,BBC5_1,BBC5_2,BBC5_3,BBC5_4,BBC5_5,BBC6,BBC7,BBC8_1,BBC8_2,BBC8_3,BBC8_4,BBC8_5,BBC8_6,BBC8_7,BBC9,BBC10,BBC11,BBC12,PPWORKA,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppemploy,ppstaten,ppt18ov,ppkid017,PPREG9,partyid4,urb_sub_rur,xppracem,ind1,pprent_new,MSC,core_par,Weights,BBC1_19_TEXT,BBC7_12_TEXT
802,R_3EgRinRYGmHDqGF,12/5/2021 7:18:28,12/5/2021 7:31:26,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Crime or gun violence,Government budget and debt,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Opioid or drug addiction,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Connecticut,A fair amount,Not very much,Don’t know/Never heard,Don’t know/Never heard,A fair amount,A fair amount,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,Don’t know,False,True,Don’t know,False,True,Don’t know,Don’t know,True,Don’t know,1,Don’t know,Strongly agree,Don’t know,Don’t know, ,Don’t know,Don’t know,Don’t know,Somewhat concerned,Somewhat concerned,Somewhat concerned,Not very concerned,Somewhat concerned,They are patriots who were fighting to preserve our freedoms,None of these,Not Selected,Not Selected, Attend a school board meeting,Not Selected,Not Selected,Not Selected,Not Selected,Fully vaccinated,Donald Trump,No religion, ,Employed full-time (by someone else),36,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,4,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,CT,2,2,New England,Republican,Suburban,White,"Finance, Banking, and Insurance",Owned by you or someone in your household with a mortgage or loan,Outside the center city of an MSA but inside the county containing the center city,Yes,1.3694683,Skipped,Skipped
803,R_1k2juSSS3H5OgZy,12/3/2021 20:01:29,12/3/2021 20:23:18,Not Selected,Healthcare,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Terrorism,Education,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Texas,Not very much,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,Don’t know/Never heard,Don’t know/Never heard,None at all,Don’t know/Never heard,Don’t know/Never heard,False,True,True,False,True,True,False,False,False,False,1,Somewhat agree,Strongly disagree,Don’t know,Don’t know, ,Somewhat agree,Strongly disagree,Don’t know,Somewhat concerned,Somewhat concerned,Not very concerned,Somewhat concerned,Don’t know,They are criminals,None of these,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above","No, but I plan to get the vaccine",Joe Biden,No religion, ,Full-time student,24,Less than HS,No high school diploma or GED,"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$25,000 to $49,999",Never married,Metro area,South,Owned or being bought by you or someone in,Not working,TX,3,0,West-South Central,Something else,Rural,White,Not asked,Owned by you or someone in your household with a mortgage or loan,Inside a suburban county of the MSA,No,1.8886578,Skipped,Skipped
804,R_YRDnwUlZm9lF3qN,12/3/2021 17:51:51,12/3/2021 18:10:12,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Climate change,Crime or gun violence,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,North Carolina,None at all,A great deal,A great deal,A fair amount,A fair amount,A great deal,A fair amount,A great deal,None at all,A fair amount,None at all,False,True,True,False,True,True,False,False,False,False,1,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree, ,Strongly agree,Strongly disagree,Strongly disagree,Very concerned,Very concerned,Not at all concerned,Not very concerned,Very concerned,They are right-wing domestic terrorists,New York Times or Washington Post,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Fully vaccinated plus a booster,Joe Biden,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,Retired,71,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,1,One-family house detached from any other house,"$75,000 to $99,999",Widowed,Non-metro area,South,Owned or being bought by you or someone in,Not working,NC,1,0,South Atlantic,Democrat,Rural,White,Not asked,Owned by you or someone in your household free and clear (without a mortgage or loan),Not in an MSA,No,.9199332,Skipped,Skipped
805,R_1HoWBOG6qwjSMAy,12/3/2021 18:47:07,12/3/2021 18:57:25,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Government budget and debt,Not Selected,Taxes,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Foreign conflicts,Not Selected,Not Selected,Not Selected,California,Not very much,Not very much,Not very much,A fair amount,A fair amount,A fair amount,Don’t know/Never heard,Not very much,A great deal,Not very much,Don’t know/Never heard,Don’t know,Don’t know,Don’t know,False,True,True,Don’t know,False,Don’t know,False,1,Somewhat agree,Don’t know,Don’t know,Somewhat agree, ,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat concerned,Not very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,They were well-meaning but got carried away in the moment,Social media,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Someone else,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,Employed full-time (by someone else),52,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,CA,2,1,Pacific,Republican,Suburban,White,"Professional, Scientific, Technical, and Business Services",Owned by you or someone in your household with a mortgage or loan,Outside the center city of an MSA but inside the county containing the center city,Yes,.3844254,Skipped,Skipped
806,R_vqcoUJyO5IjaItr,12/4/2021 9:35:57,12/4/2021 10:57:09,Not Selected,Healthcare,Not Selected,Political extremism or polarization,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,California,None at all,Not very much,Not very much,A fair amount,A fair amount,A fair amount,Don’t know/Never heard,Not very much,None at all,Not very much,None at all,False,True,Don’t know,False,True,True,False,False,False,False,1,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree, ,Strongly agree,Somewhat disagree,Strongly disagree,Very concerned,Very concerned,Not at all concerned,Very concerned,Very concerned,They are criminals,None of these,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Someone else,No religion, ,Retired,76,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,West,Owned or being bought by you or someone in,Not working,CA,2,0,Pacific,Independent,Rural,White,Not asked,Owned by you or someone in your household with a mortgage or loan,Outside the center city of an MSA but inside the county containing the center city,No,.5645649,Skipped,Skipped
807,R_3k7K9CcmoGxdZIX,12/4/2021 7:33:29,12/4/2021 7:51:13,Not Selected,Healthcare,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Immigration,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,Arizona,A fair amount,None at all,A fair amount,None at all,A fair amount,A fair amount,A fair amount,None at all,A fair amount,None at all,A fair amount,False,False,True,True,Don’t know,Don’t know,False,Don’t know,True,True,1,Don’t know,Strongly agree,Somewhat disagree,Strongly agree, ,Somewhat agree,Somewhat disagree,Strongly agree,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,They were well-meaning but got carried away in the moment,None of these,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above","No, and I do not plan to get the vaccine",Donald Trump,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,Employed full-time (by someone else),47,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,4,One-family house detached from any other house,"$10,000 to $24,999",Now married,Metro area,West,Owned or being bought by you or someone in,Not working,AZ,2,2,Mountain,Republican,Urban,White,Not asked,Owned by you or someone in your household free and clear (without a mortgage or loan),In the center city of an MSA,Yes,.5265263,Skipped,Skipped
808,R_BumdGwsrmgscwmZ,12/3/2021 20:16:27,12/3/2021 20:39:41,Not Selected,Not Selected,Not Selected,Political extremism or polarization,Not Selected,Not Selected,Crime or gun violence,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,Pennsylvania,None at all,A great deal,A fair amount,A great deal,A fair amount,A fair amount,A fair amount,A great deal,None at all,A great deal,None at all,False,True,False,False,True,True,False,False,False,False,2,Strongly agree,Strongly disagree,Strongly agree, ,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Very concerned,Very concerned,Not very concerned,Very concerned,Very concerned,They are right-wing domestic terrorists,ABC / CBS / NBC News,Not Selected, Contact your elected officials,Not Selected,Not Selected, Donate money to a political campaign,Not Selected,Not Selected,Fully vaccinated plus a booster,Joe Biden,Catholic,Yes,Employed full-time (by someone else),62,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,PA,3,0,Mid-Atlantic,Independent,Suburban,White,"Health Care (including Elder Care, Home Health Care)",Owned by you or someone in your household with a mortgage or loan,Outside the center city of an MSA but inside the county containing the center city,No,.5386811,Skipped,Skipped
809,R_22t8EBw2ppk1rJh,12/5/2021 9:14:02,12/5/2021 9:31:25,Not Selected,Healthcare,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Immigration,Taxes,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,California,A fair amount,A fair amount,None at all,A great deal,A great deal,A fair amount,A great deal,A great deal,Not very much,None at all,A fair amount,False,False,True,True,True,True,False,False,False,False,2,Strongly agree,Somewhat disagree,Strongly agree, ,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat concerned,Not very concerned,Not very concerned,Not very concerned,Very concerned,They are left-wing terrorists or Antifa,Friends and family,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Donald Trump,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,Employed part-time (by someone else),52,Bachelor or higher,Bachelor’s degree,Hispanic,Male,2,Building with 2 or more apartments,"$25,000 to $49,999",Now married,Metro area,West,Rented for cash,Working part-time,CA,2,0,Pacific,Independent,Suburban,American Indian or Alaska Native,Construction and Specialty Contractors (such as Plumbing and Electrical),Rented,Outside the center city of an MSA but inside the county containing the center city,No,.4741034,Skipped,Skipped
810,R_1HeFDPdPeFC3aEL,12/5/2021 12:58:10,12/5/2021 13:43:58,COVID-19/coronavirus,Not Selected,Not Selected,Not Selected,Not Selected,Climate change,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nuclear conflict,Not Selected,Not Selected,Not Selected,Not Selected,Texas,None at all,A great deal,None at all,Not very much,Not very much,Don’t know/Never heard,A great deal,A great deal,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,Don’t know,True,Don’t know,Don’t know,True,Don’t know,Don’t know,False,Don’t know,Don’t know,2,Strongly agree,Strongly disagree,Somewhat agree, ,Strongly agree,Strongly agree,Somewhat agree,Don’t know,Very concerned,Very concerned,Not very concerned,Very concerned,Not very concerned,They are right-wing domestic terrorists,Public television or radio,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Did not vote,Catholic,No,Other,60,Some college,Some college or Associate degree,Hispanic,Male,2,One-family house detached from any other house,"$25,000 to $49,999",Never married,Metro area,South,Rented for cash,Working part-time,TX,2,0,West-South Central,Democrat,Urban,White,Not asked,Rented,In the center city of an MSA,No,2.2089491,Skipped,Skipped
811,R_3qrM8qXUdVs10a4,12/5/2021 7:50:04,12/5/2021 8:16:21,COVID-19/coronavirus,Not Selected,Not Selected,Political extremism or polarization,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,California,None at all,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A great deal,A great deal,None at all,A great deal,None at all,False,False,Don’t know,False,True,True,False,False,False,False,2,Strongly agree,Strongly disagree,Strongly agree, ,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Very concerned,Somewhat concerned,Not at all concerned,Not at all concerned,Not very concerned,They are criminals,Social media,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Joe Biden,Catholic,No,Currently laid off,52,Some college,Some college or Associate degree,Hispanic,Male,2,One-family house detached from any other house,"$10,000 to $24,999",Never married,Metro area,West,Owned or being bought by you or someone in,Not working,CA,2,0,Pacific,Independent,Suburban,White,Not asked,Owned by you or someone in your household free and clear (without a mortgage or loan),Outside the center city of an MSA but inside the county containing the center city,No,.4812036,Skipped,Skipped
